province,district,total_population,total_households,displaced_individuals,displaced_households,monthly_income_pkr,family_size,house_condition,distance_from_relief_center_km,previous_flood_damage,access_to_clean_water,livestock_lost,crops_damaged,children_under_age_5,disabled_family_members,displacement_ratio,flood_risk_level,aid_needed
Sindh,Khairpur,1527.0,368.0,182.0,71.0,9662,8,1,51,0,0,1,1,4,0,0.3190872756208072,8,1
Sindh,Mirpur Khas,5885.0,680.0,92.0,61.0,12523,6,2,71,1,0,0,1,3,0,0.4031644357742889,8,1
Sindh,Sanghar,3199.0,416.0,416.0,46.0,6636,10,4,85,1,0,1,1,1,0,0.48274606694921335,7,1
Sindh,Sanghar,9757.0,307.0,349.0,62.0,13291,11,2,18,1,0,1,0,0,0,0.3884512739087535,9,1
Sindh,Mirpur Khas,9233.0,117.0,149.0,48.0,9893,10,4,64,1,1,1,0,1,0,0.2000946642266263,10,1
Sindh,Jamshoro,756.0,409.0,439.0,5.0,14234,5,4,74,1,0,1,1,4,1,0.09128625803270696,9,1
Sindh,Kambar,8326.0,834.0,185.0,22.0,9821,7,3,62,1,0,1,1,3,0,0.33718977107275555,10,1
Sindh,Kambar,1688.0,941.0,155.0,3.0,16173,7,3,67,1,0,1,0,2,0,0.11700142432195615,10,1
Sindh,Khairpur,4978.0,760.0,243.0,60.0,16707,3,1,87,0,1,0,0,4,0,0.48395504571925907,9,1
Sindh,Mirpur Khas,8986.0,487.0,156.0,25.0,10921,5,1,70,0,1,0,0,0,0,0.3901430528589837,9,1
Sindh,Sukkur,8285.0,996.0,431.0,89.0,11375,6,1,59,1,0,1,1,3,0,0.33510424621700347,8,1
Sindh,Badin,2138.0,247.0,447.0,26.0,10491,3,3,91,0,0,0,1,2,0,0.3979714306594464,10,0
Sindh,Dadu,3194.0,752.0,292.0,71.0,13569,9,4,94,1,1,1,1,4,0,0.1533028682155762,9,1
Sindh,Badin,850.0,121.0,491.0,21.0,16103,4,4,30,1,1,0,1,4,0,0.012895099801945975,10,1
Sindh,Sanghar,2036.0,315.0,12.0,37.0,8971,5,4,15,1,0,0,1,0,0,0.18481988614867023,6,1
Sindh,Jamshoro,2033.0,650.0,69.0,7.0,8489,10,4,2,0,1,1,1,1,0,0.27593444723008853,7,1
Sindh,Jamshoro,6149.0,693.0,220.0,62.0,14259,8,2,3,1,1,0,1,2,0,0.4090476009305602,8,1
Sindh,Jamshoro,2841.0,513.0,462.0,22.0,15062,3,1,10,0,0,1,1,0,0,0.47301049532346123,8,1
Sindh,Jacobabad,3645.0,111.0,66.0,11.0,11470,3,1,59,1,1,1,1,3,0,0.027358440903669567,6,1
Sindh,Jamshoro,5124.0,313.0,258.0,18.0,17381,4,3,94,1,1,1,0,4,0,0.009983218799066662,8,1
Sindh,Sukkur,7384.0,930.0,329.0,19.0,13581,8,2,20,0,1,0,1,1,0,0.28366504457729624,7,1
Sindh,Badin,7113.0,867.0,63.0,32.0,10445,10,2,74,1,1,1,1,1,0,0.14321418883107145,9,1
Sindh,Sanghar,3454.0,406.0,58.0,9.0,11773,3,3,16,1,0,1,0,1,1,0.42544841310046333,10,1
Sindh,Khairpur,1571.0,777.0,302.0,74.0,11524,7,3,4,1,1,0,1,2,1,0.42332574788344696,7,1
Sindh,Sukkur,1935.0,745.0,351.0,97.0,10815,6,2,24,1,0,0,1,0,0,0.48848212984883155,10,1
Sindh,Sanghar,6799.0,387.0,242.0,70.0,12354,7,1,56,0,1,1,1,3,1,0.11363143549177918,10,1
Sindh,Larkana,2583.0,239.0,385.0,19.0,5764,4,3,88,1,1,1,0,0,0,0.03170411640794085,5,0
Sindh,Jacobabad,4747.0,117.0,188.0,5.0,10674,3,3,49,1,0,1,0,4,0,0.44747072645779673,10,1
Sindh,Kambar,7742.0,72.0,54.0,20.0,12611,5,2,6,1,0,0,1,1,0,0.340823910146447,9,1
Sindh,Sukkur,4242.0,648.0,16.0,49.0,12981,10,3,9,1,1,1,1,4,0,0.4523584723510775,9,1
Sindh,Sukkur,9324.0,360.0,469.0,33.0,10725,8,3,2,1,0,1,0,1,0,0.38250882001535014,9,1
Sindh,Dadu,7715.0,418.0,117.0,27.0,13476,5,1,76,1,0,1,1,1,0,0.28243633605983137,9,1
Sindh,Larkana,2949.0,317.0,382.0,52.0,12797,8,4,83,1,0,1,0,0,0,0.19015271695878672,10,1
Sindh,Dadu,1235.0,178.0,441.0,11.0,18114,8,2,16,0,1,1,1,0,1,0.2683191335834604,8,1
Sindh,Kambar,7663.0,558.0,42.0,57.0,15066,3,1,96,1,1,0,1,4,1,0.2206649562891913,10,1
Sindh,Sukkur,2303.0,695.0,191.0,85.0,13309,9,2,10,1,1,1,1,2,0,0.2729314605345052,8,1
Sindh,Jacobabad,6439.0,73.0,234.0,53.0,12588,10,3,48,1,0,0,1,1,1,0.438106929286539,7,1
Sindh,Sukkur,1387.0,494.0,429.0,64.0,7915,5,3,3,1,1,1,1,2,0,0.1668276561602246,8,1
Sindh,Sanghar,4013.0,512.0,233.0,50.0,13066,6,4,21,1,0,1,0,4,0,0.11252849727843595,8,1
Sindh,Sanghar,9326.0,542.0,229.0,13.0,14347,9,1,44,1,1,0,1,4,0,0.00872796054896774,9,1
Sindh,Kambar,763.0,830.0,213.0,36.0,10729,9,1,96,1,0,1,1,0,0,0.1793897401123789,9,1
Sindh,Sanghar,9361.0,445.0,196.0,27.0,10091,8,1,75,0,1,1,1,4,0,0.03915469344600864,7,1
Sindh,Sanghar,3219.0,525.0,444.0,69.0,12269,6,4,75,1,0,1,0,0,1,0.3790561743264523,10,1
Sindh,Badin,8431.0,767.0,295.0,6.0,7979,5,2,68,1,0,0,0,3,1,0.02522441922288221,6,1
Sindh,Dadu,8549.0,215.0,474.0,30.0,8682,4,1,53,1,0,0,0,2,0,0.3334194190606935,9,1
Sindh,Sanghar,9077.0,770.0,388.0,3.0,9857,6,2,77,1,0,1,0,1,0,0.3991662057139432,10,1
Sindh,Khairpur,4669.0,673.0,96.0,89.0,3000,10,4,11,1,1,1,1,0,0,0.06700641043857081,7,1
Sindh,Larkana,4021.0,124.0,288.0,26.0,14464,3,3,34,1,0,1,0,2,0,0.37991490291618807,9,1
Sindh,Larkana,8719.0,277.0,317.0,38.0,9357,4,2,1,0,0,0,1,3,1,0.3708818485355688,6,1
Sindh,Sanghar,4990.0,561.0,281.0,23.0,10243,4,2,35,1,0,0,0,4,1,0.14428063146267273,8,1
Sindh,Sanghar,2671.0,333.0,341.0,33.0,9548,7,4,6,1,1,1,1,2,0,0.1621316029678318,8,0
Sindh,Kambar,9486.0,678.0,336.0,85.0,7349,4,3,18,0,0,0,1,1,0,0.4893808600035532,9,0
Sindh,Sanghar,4702.0,604.0,282.0,0.0,12693,11,3,73,0,0,1,0,3,0,0.13290741464082734,9,1
Sindh,Larkana,2938.0,650.0,190.0,86.0,8316,3,3,23,1,1,0,0,3,0,0.3093088077254988,10,1
Sindh,Mirpur Khas,2700.0,253.0,257.0,90.0,7456,11,3,25,1,1,0,1,4,0,0.16961348577522134,6,1
Sindh,Kambar,8452.0,406.0,301.0,55.0,13931,9,1,42,0,1,1,1,4,1,0.41736448211363014,10,1
Sindh,Jacobabad,2093.0,930.0,19.0,77.0,11447,11,3,86,0,0,1,1,0,0,0.11185055009267952,8,1
Sindh,Sanghar,5831.0,645.0,292.0,39.0,7035,9,2,17,1,0,1,1,3,1,0.16568530564040485,7,1
Sindh,Kambar,903.0,909.0,294.0,74.0,8745,11,4,9,0,0,1,0,4,1,0.2433005720926225,7,1
Sindh,Kambar,821.0,106.0,299.0,59.0,11207,7,2,50,1,1,1,1,2,0,0.22681213386796295,8,1
Sindh,Mirpur Khas,2101.0,385.0,366.0,60.0,11207,7,3,38,1,1,0,1,4,0,0.42638374175779953,7,1
Sindh,Mirpur Khas,9421.0,937.0,249.0,23.0,13928,3,2,41,1,1,0,0,3,0,0.24852839898371354,9,1
Sindh,Larkana,9921.0,953.0,398.0,23.0,8547,7,2,13,1,0,1,1,0,0,0.26189311857753866,9,1
Sindh,Jacobabad,2177.0,890.0,30.0,56.0,13305,9,1,57,1,0,1,1,4,0,0.36936878095367637,7,1
Sindh,Sanghar,3690.0,909.0,374.0,50.0,8626,10,1,18,1,0,1,0,2,1,0.32325106523914626,8,1
Sindh,Larkana,5827.0,884.0,49.0,79.0,10743,3,2,10,1,0,0,1,1,0,0.38620109279731624,7,1
Sindh,Badin,8813.0,606.0,475.0,71.0,12814,4,3,79,0,0,1,1,1,0,0.1095988467661233,8,1
Sindh,Jacobabad,8534.0,663.0,360.0,6.0,15355,10,4,82,0,1,0,1,2,0,0.2606444755691704,10,1
Sindh,Khairpur,4397.0,415.0,390.0,73.0,8899,5,3,69,1,0,1,1,4,0,0.27405074965118065,8,1
Sindh,Jamshoro,4535.0,474.0,38.0,63.0,11663,3,4,36,1,1,1,1,4,0,0.4804368804907566,7,1
Sindh,Dadu,1542.0,596.0,364.0,54.0,13040,11,4,5,1,0,1,1,1,0,0.10015203408231005,9,1
Sindh,Jacobabad,5077.0,408.0,365.0,17.0,10483,11,1,37,0,0,1,0,0,0,0.42396423495778657,9,1
Sindh,Sanghar,4898.0,861.0,128.0,47.0,6961,10,2,8,1,0,0,1,1,0,0.44520746646400056,9,1
Sindh,Sukkur,9019.0,641.0,134.0,68.0,10826,4,3,20,1,0,1,1,2,0,0.275207865588088,9,1
Sindh,Mirpur Khas,6174.0,822.0,454.0,7.0,12366,6,3,34,1,0,1,0,0,0,0.2674274371871688,9,1
Sindh,Khairpur,4766.0,923.0,392.0,71.0,10613,6,3,51,0,0,1,1,2,0,0.007342293796882338,6,1
Sindh,Larkana,1923.0,843.0,186.0,8.0,8328,6,2,90,1,1,0,0,1,1,0.2073674417192074,8,1
Sindh,Dadu,3822.0,634.0,377.0,10.0,14181,8,4,47,1,0,0,0,1,0,0.07371974859275404,6,1
Sindh,Kambar,1032.0,558.0,74.0,7.0,9264,7,1,42,1,1,0,0,0,0,0.35852267103222873,9,1
Sindh,Jacobabad,5630.0,241.0,235.0,29.0,10851,6,3,79,1,1,1,0,4,0,0.05373076339648841,10,1
Sindh,Mirpur Khas,2510.0,351.0,372.0,43.0,11894,9,4,25,1,1,0,0,4,0,0.1403877673506384,7,1
Sindh,Sanghar,4629.0,527.0,150.0,95.0,11165,9,2,95,1,1,0,1,1,1,0.20513861791491372,10,1
Sindh,Jamshoro,4580.0,981.0,435.0,26.0,12282,10,2,9,1,1,1,1,4,1,0.10733346955179163,9,1
Sindh,Badin,5742.0,972.0,377.0,1.0,12629,5,2,37,0,0,0,1,2,0,0.30370628628604157,8,1
Sindh,Larkana,1938.0,114.0,377.0,75.0,12537,5,2,35,1,0,0,1,2,0,0.04882545442072539,8,1
Sindh,Sukkur,5152.0,623.0,421.0,99.0,8810,7,4,90,1,0,0,1,4,0,0.04291123021507842,7,1
Sindh,Larkana,4175.0,748.0,401.0,23.0,12036,6,1,52,0,0,0,1,0,0,0.4626036299271858,9,1
Sindh,Khairpur,2431.0,865.0,112.0,30.0,4082,4,2,4,1,1,1,1,2,0,0.4191150029847144,9,1
Sindh,Mirpur Khas,1334.0,926.0,271.0,52.0,9028,6,1,90,1,0,1,0,2,0,0.09814901317196734,9,1
Sindh,Kambar,6511.0,298.0,429.0,73.0,14614,6,4,11,1,0,0,1,2,0,0.1502900439986562,7,1
Sindh,Mirpur Khas,8608.0,507.0,4.0,58.0,9703,4,1,39,1,0,0,1,2,0,0.29701857544479615,8,1
Sindh,Sanghar,7757.0,693.0,45.0,17.0,12017,11,2,5,1,1,1,1,1,0,0.4600374992785716,9,1
Sindh,Larkana,9515.0,560.0,216.0,70.0,5695,6,2,20,1,1,1,1,2,0,0.4086009776195277,10,1
Sindh,Larkana,7461.0,110.0,371.0,85.0,10965,11,1,58,1,1,0,1,0,1,0.07321256747662708,8,1
Sindh,Badin,4267.0,609.0,68.0,95.0,8737,4,4,59,0,0,1,1,3,0,0.229889213101368,10,1
Sindh,Jamshoro,4681.0,174.0,93.0,16.0,10742,8,3,23,0,0,1,0,2,0,0.45120991506235036,5,0
Sindh,Khairpur,1158.0,753.0,369.0,72.0,9461,6,1,37,1,0,1,0,0,0,0.4266202592790232,9,1
Sindh,Badin,3423.0,501.0,298.0,82.0,6489,8,4,67,0,1,0,0,2,0,0.38398432560482915,10,1
Sindh,Badin,6080.0,309.0,439.0,50.0,6607,11,2,51,1,0,0,0,0,0,0.43352603803760953,9,1
Sindh,Dadu,6505.0,122.0,472.0,44.0,14068,4,4,13,0,1,1,0,3,0,0.4429880279850292,10,1
Sindh,Jamshoro,538.0,723.0,114.0,60.0,13830,9,4,33,1,1,1,0,0,0,0.10752920054554777,8,1
Sindh,Sukkur,6638.0,848.0,195.0,0.0,8552,7,3,85,1,1,1,1,4,0,0.27115267371400226,10,1
Sindh,Kambar,1149.0,146.0,466.0,29.0,10726,5,4,20,1,0,0,1,2,1,0.05246325902426824,8,1
Sindh,Jacobabad,3677.0,574.0,223.0,27.0,11543,11,3,58,1,1,0,1,4,1,0.4595553760041177,10,1
Sindh,Jamshoro,1506.0,508.0,127.0,29.0,15187,10,3,82,0,1,1,0,2,0,0.3466732968745483,9,1
Sindh,Jacobabad,8012.0,598.0,331.0,90.0,13821,5,1,92,1,0,1,0,2,0,0.00851222410599578,7,1
Sindh,Sanghar,7033.0,404.0,198.0,35.0,9703,4,2,60,1,0,1,0,4,0,0.01077880683967336,8,1
Sindh,Badin,681.0,473.0,227.0,97.0,10831,3,4,91,1,1,0,1,2,0,0.005311598094571324,9,1
Sindh,Mirpur Khas,7894.0,355.0,325.0,22.0,10817,9,4,88,1,0,1,1,0,0,0.4044428255681402,10,1
Sindh,Sanghar,3999.0,354.0,171.0,47.0,18431,4,1,33,0,1,0,0,0,0,0.06335909611083312,7,1
Sindh,Mirpur Khas,6489.0,864.0,400.0,77.0,5364,7,2,6,1,0,1,0,3,0,0.08478060484923217,8,1
Sindh,Sukkur,2182.0,963.0,141.0,47.0,13077,6,3,48,0,0,1,1,4,0,0.21096515742937288,7,1
Sindh,Sanghar,2965.0,747.0,193.0,51.0,11703,8,1,55,1,0,0,0,3,0,0.4637887368030628,10,1
Sindh,Dadu,3144.0,168.0,203.0,33.0,13923,3,1,74,1,1,1,0,3,0,0.40536419075326535,8,1
Sindh,Mirpur Khas,9337.0,463.0,374.0,31.0,7278,6,2,91,1,0,1,1,0,0,0.4258765499193963,8,1
Sindh,Jamshoro,3504.0,792.0,120.0,75.0,11867,7,4,79,1,1,0,1,3,0,0.37925545225646645,10,1
Sindh,Larkana,7390.0,766.0,330.0,63.0,14167,10,4,35,1,1,1,0,2,0,0.03875042867234696,7,1
Sindh,Badin,3292.0,758.0,111.0,77.0,10854,7,4,32,1,1,1,0,4,0,0.286756631091645,8,1
Sindh,Sanghar,1562.0,667.0,352.0,36.0,11769,7,3,93,1,0,1,0,3,1,0.041127995529989025,10,1
Sindh,Mirpur Khas,2431.0,119.0,59.0,82.0,11636,8,3,3,1,0,0,1,3,0,0.07394354259718516,9,1
Sindh,Badin,5116.0,161.0,321.0,78.0,8333,5,2,16,1,1,1,1,4,0,0.26111376954555504,9,1
Sindh,Sukkur,1433.0,823.0,471.0,54.0,11716,11,1,36,1,0,0,1,4,0,0.1314561051881607,10,1
Sindh,Jacobabad,9709.0,734.0,207.0,86.0,13326,6,3,76,1,0,1,1,3,0,0.2605835872145488,8,1
Sindh,Dadu,937.0,180.0,374.0,4.0,14368,10,3,31,0,1,1,1,2,1,0.4501433834407848,9,1
Sindh,Sukkur,2898.0,995.0,386.0,3.0,14185,6,4,34,1,0,0,1,1,0,0.39374700509396643,9,1
Sindh,Dadu,2577.0,526.0,295.0,45.0,15023,3,4,91,0,0,1,0,4,1,0.13277742672317483,9,1
Sindh,Sukkur,3606.0,234.0,382.0,29.0,9500,4,4,5,1,1,1,1,3,0,0.0752015878079278,9,1
Sindh,Badin,2318.0,774.0,423.0,9.0,17506,10,1,99,1,0,0,0,2,0,0.42491140829611784,7,1
Sindh,Jacobabad,8646.0,606.0,364.0,57.0,17754,4,3,75,1,0,1,1,1,0,0.06893256305114154,9,1
Sindh,Jamshoro,4687.0,121.0,200.0,8.0,8288,8,3,19,0,0,0,1,3,0,0.24816323524959633,10,1
Sindh,Badin,6264.0,333.0,260.0,94.0,10896,3,2,14,1,1,0,1,1,0,0.054015308409058715,7,1
Sindh,Khairpur,9933.0,738.0,42.0,6.0,10963,10,4,62,1,1,0,1,3,1,0.4149566309895861,8,1
Sindh,Dadu,9145.0,494.0,256.0,90.0,10798,5,4,34,1,0,1,1,2,0,0.14948124087198394,8,1
Sindh,Kambar,2196.0,253.0,399.0,60.0,9877,5,2,78,1,0,1,0,0,0,0.28554470037181207,8,1
Sindh,Badin,2373.0,731.0,280.0,57.0,12620,6,4,14,0,0,0,1,2,0,0.4817029874386487,8,1
Sindh,Badin,5009.0,161.0,344.0,20.0,7301,3,4,85,1,1,0,0,2,0,0.07515027410107405,9,1
Sindh,Jamshoro,577.0,599.0,210.0,62.0,12998,6,3,78,1,0,0,0,0,0,0.2779129967225801,7,1
Sindh,Khairpur,3368.0,830.0,60.0,15.0,10831,8,1,68,1,0,1,1,2,0,0.06459288819282999,6,1
Sindh,Khairpur,2292.0,848.0,365.0,17.0,13693,10,2,83,1,1,0,0,0,0,0.2208341963800733,9,1
Sindh,Jamshoro,9605.0,241.0,337.0,99.0,15348,9,2,36,0,1,0,0,4,0,0.32469172463665946,8,1
Sindh,Jacobabad,735.0,722.0,218.0,49.0,7833,11,2,82,1,0,1,1,1,0,0.2048344793145258,9,1
Sindh,Mirpur Khas,7770.0,908.0,372.0,13.0,10743,8,1,87,1,0,0,0,4,0,0.21565672934391616,7,1
Sindh,Larkana,988.0,707.0,136.0,61.0,13051,9,2,83,1,1,1,1,4,0,0.29951722342518305,9,1
Sindh,Mirpur Khas,4678.0,768.0,251.0,21.0,8385,10,1,28,0,1,1,0,3,0,0.4174050122618207,10,1
Sindh,Sukkur,899.0,885.0,229.0,11.0,10587,9,2,12,1,1,1,1,1,0,0.10341111356851362,7,1
Sindh,Sanghar,4372.0,305.0,84.0,47.0,13160,7,3,65,1,0,1,0,3,0,0.46700435554142267,10,1
Sindh,Jamshoro,5409.0,610.0,452.0,84.0,17984,6,1,19,1,1,0,1,0,0,0.4834798056717192,7,0
Sindh,Kambar,2383.0,926.0,495.0,56.0,12998,3,3,94,1,0,1,1,2,1,0.3825211872642912,10,1
Sindh,Larkana,9593.0,95.0,29.0,85.0,14290,7,4,53,1,0,0,0,4,0,0.42804138636485933,10,1
Sindh,Badin,7667.0,741.0,263.0,59.0,11442,4,4,35,1,0,1,1,0,1,0.36869866252720196,10,1
Sindh,Mirpur Khas,6598.0,810.0,27.0,18.0,8920,9,4,64,1,1,1,1,4,1,0.3615818130733503,10,1
Sindh,Kambar,8367.0,163.0,336.0,95.0,6021,4,3,71,0,1,1,1,3,0,0.3901390290027303,9,1
Sindh,Jamshoro,1371.0,800.0,484.0,24.0,14361,8,2,7,1,0,1,1,0,0,0.04165519952424407,10,1
Sindh,Kambar,4429.0,105.0,435.0,66.0,11118,9,1,5,1,0,1,0,4,0,0.4202712767959827,10,1
Sindh,Larkana,3905.0,860.0,126.0,28.0,10210,9,4,71,1,0,0,1,4,1,0.11398149924538326,8,1
Sindh,Sanghar,1793.0,347.0,20.0,45.0,9140,9,1,53,1,0,0,1,4,0,0.2570895153512208,7,1
Sindh,Badin,5567.0,380.0,401.0,65.0,10464,10,2,54,1,0,1,1,4,0,0.4632484327011498,8,1
Sindh,Kambar,5968.0,68.0,372.0,89.0,15939,8,2,97,1,1,1,1,0,1,0.20935617540095958,8,1
Sindh,Badin,9357.0,974.0,393.0,99.0,14976,4,1,45,1,1,1,1,0,0,0.29913092411507264,9,1
Sindh,Badin,8937.0,576.0,253.0,34.0,11206,6,2,34,1,0,0,1,1,1,0.32707580611108916,8,1
Sindh,Jamshoro,4112.0,466.0,69.0,27.0,15979,8,1,56,1,0,1,1,2,0,0.49037136273300114,10,1
Sindh,Mirpur Khas,8019.0,494.0,235.0,63.0,10263,4,4,21,1,0,1,0,0,0,0.1963075836249924,7,1
Sindh,Larkana,4846.0,730.0,356.0,77.0,14685,10,3,72,1,0,0,1,0,0,0.10457682472233293,9,1
Sindh,Kambar,9639.0,657.0,214.0,85.0,14816,3,4,23,1,0,1,1,0,0,0.18882923198324392,10,1
Sindh,Mirpur Khas,3533.0,390.0,337.0,22.0,9786,9,2,54,1,0,1,1,1,0,0.23696999752113573,8,1
Sindh,Mirpur Khas,7931.0,553.0,120.0,46.0,4435,3,4,98,1,1,1,1,0,0,0.48711941337654274,8,1
Sindh,Badin,7017.0,744.0,364.0,31.0,10344,6,4,87,1,0,0,1,4,1,0.4552654748624852,8,1
Sindh,Sanghar,4717.0,306.0,185.0,97.0,13227,3,3,36,1,0,0,0,3,1,0.3032942013910524,8,1
Sindh,Larkana,6181.0,998.0,141.0,68.0,13044,10,3,11,1,1,1,1,2,0,0.055496158059704925,10,1
Sindh,Larkana,9217.0,426.0,223.0,82.0,6365,5,4,10,1,1,1,1,4,0,0.26799455838668396,10,1
Sindh,Jamshoro,4775.0,767.0,308.0,98.0,12777,4,4,38,1,1,1,0,0,1,0.47026587021197463,9,1
Sindh,Khairpur,1774.0,898.0,467.0,44.0,8143,3,4,52,1,1,1,0,0,1,0.19551505852135082,10,1
Sindh,Dadu,608.0,814.0,181.0,94.0,14799,3,1,54,0,0,1,0,0,1,0.011226098718286337,6,1
Sindh,Sanghar,1363.0,907.0,228.0,10.0,11421,9,1,2,0,0,0,1,1,1,0.3437541929486581,7,1
Sindh,Kambar,4695.0,631.0,56.0,92.0,15837,6,1,63,1,1,1,1,2,0,0.3223801950100871,10,1
Sindh,Larkana,9655.0,545.0,132.0,94.0,11512,10,2,67,1,1,1,0,3,0,0.14124518514689166,8,1
Sindh,Sukkur,5119.0,440.0,472.0,58.0,11874,10,4,75,1,0,1,1,4,0,0.4622857954121354,8,1
Sindh,Sukkur,8415.0,742.0,162.0,73.0,7483,6,3,44,1,0,1,1,0,0,0.10710818199698657,10,1
Sindh,Khairpur,5219.0,175.0,190.0,56.0,12488,11,4,26,1,0,1,1,3,0,0.48542404325099164,6,1
Sindh,Larkana,6669.0,746.0,341.0,41.0,15765,4,3,24,1,0,1,1,0,0,0.3705139026824639,8,1
Sindh,Badin,9546.0,577.0,391.0,61.0,17828,3,3,51,1,0,1,0,0,0,0.4583329665521538,8,1
Sindh,Sukkur,3444.0,898.0,34.0,21.0,14817,10,4,44,1,1,0,1,0,0,0.26118049605773935,8,1
Sindh,Sukkur,8759.0,419.0,458.0,16.0,11065,4,4,37,0,0,0,0,1,1,0.29080625971495555,9,1
Sindh,Dadu,2238.0,659.0,192.0,10.0,8726,4,4,14,1,0,0,1,2,0,0.24061325091968544,7,1
Sindh,Dadu,4115.0,298.0,479.0,2.0,10125,4,2,27,0,1,1,0,0,0,0.32181329113545154,8,1
Sindh,Sanghar,4250.0,799.0,25.0,57.0,13069,7,2,7,1,0,1,1,0,0,0.38301106805273516,8,0
Sindh,Sukkur,8034.0,218.0,159.0,68.0,7910,7,2,2,1,1,1,0,0,1,0.04330209021156395,8,1
Sindh,Sukkur,6239.0,172.0,479.0,75.0,14101,6,1,79,1,1,0,1,0,0,0.0793493630841865,8,0
Sindh,Jacobabad,4841.0,969.0,289.0,83.0,13404,8,1,94,0,1,1,0,4,0,0.21517747807506854,8,1
Sindh,Mirpur Khas,2409.0,342.0,484.0,96.0,7570,11,4,70,1,1,1,1,0,0,0.24267059500324417,9,1
Sindh,Jacobabad,9078.0,112.0,268.0,64.0,13506,7,1,91,1,0,1,0,2,0,0.4175752785763741,8,1
Sindh,Khairpur,8018.0,315.0,206.0,45.0,14229,8,4,86,0,0,1,0,3,0,0.45240529460174417,9,1
Sindh,Badin,2699.0,552.0,37.0,5.0,15899,3,3,69,1,1,1,0,1,0,0.24204676012927778,7,1
Sindh,Khairpur,4542.0,76.0,194.0,73.0,11724,7,3,54,0,0,0,1,3,0,0.13190892689908384,10,1
Sindh,Mirpur Khas,5613.0,584.0,463.0,12.0,9925,8,2,29,1,0,1,0,4,0,0.31842564737232876,8,1
Sindh,Jamshoro,8951.0,179.0,483.0,9.0,9575,3,3,51,0,1,1,0,0,0,0.33268411059407604,10,1
Sindh,Sukkur,9406.0,442.0,321.0,16.0,12134,9,1,34,0,0,1,1,2,1,0.0976660081682526,10,1
Sindh,Larkana,6880.0,470.0,206.0,9.0,6425,6,2,81,0,1,1,0,1,0,0.17950258551921738,9,1
Sindh,Khairpur,6478.0,423.0,42.0,71.0,13499,8,3,72,1,1,1,1,1,0,0.34640371156128713,7,1
Sindh,Dadu,6862.0,418.0,451.0,14.0,12658,7,2,15,0,1,0,0,4,0,0.4494110876253545,10,1
Sindh,Larkana,8289.0,373.0,140.0,25.0,7742,6,3,16,1,0,0,1,1,0,0.23409902097010477,9,1
Sindh,Sanghar,8079.0,848.0,38.0,65.0,15196,7,4,26,1,0,0,1,2,0,0.030909784758336833,9,1
Sindh,Jacobabad,1018.0,529.0,399.0,20.0,13582,5,4,18,1,1,1,0,3,1,0.17638746275067385,8,1
Sindh,Khairpur,2484.0,518.0,41.0,71.0,10366,11,4,36,1,0,1,1,0,0,0.46012699296467635,9,1
Sindh,Khairpur,5202.0,774.0,368.0,16.0,6236,3,1,7,0,0,1,1,3,0,0.44645282906117095,8,1
Sindh,Larkana,5166.0,957.0,72.0,87.0,15350,11,2,29,1,0,0,0,2,1,0.19079466474761347,7,1
Sindh,Jacobabad,7239.0,873.0,255.0,20.0,5079,7,3,67,1,1,1,1,3,1,0.07574802249351681,9,1
Sindh,Khairpur,8878.0,832.0,226.0,64.0,11870,9,4,8,0,0,0,1,0,0,0.32751613595117546,9,1
Sindh,Larkana,2393.0,259.0,245.0,87.0,13608,9,2,21,1,0,1,1,4,0,0.16451814724753433,9,1
Sindh,Khairpur,8092.0,965.0,47.0,59.0,15127,6,1,7,0,1,0,1,1,0,0.15777110416646967,8,1
Sindh,Jamshoro,1175.0,203.0,409.0,2.0,13131,4,2,92,1,1,1,1,2,0,0.32279219666385994,9,1
Sindh,Sanghar,1717.0,817.0,346.0,53.0,10729,3,4,32,1,0,1,0,3,1,0.3627192921111373,10,1
Sindh,Mirpur Khas,9137.0,354.0,358.0,32.0,20347,9,2,48,1,0,1,1,1,0,0.20831534829575454,10,0
Sindh,Larkana,1217.0,157.0,79.0,27.0,14514,4,1,34,1,1,1,0,0,0,0.22784695089163082,10,1
Sindh,Sukkur,1378.0,841.0,309.0,77.0,11896,4,3,97,1,0,1,1,3,1,0.43707357715571676,8,1
Sindh,Kambar,4801.0,548.0,73.0,41.0,8742,8,2,93,1,0,1,1,2,0,0.18361532752016152,6,0
Sindh,Dadu,8815.0,390.0,148.0,28.0,17439,7,2,19,1,0,0,1,0,1,0.15404168168262278,6,1
Sindh,Mirpur Khas,5829.0,703.0,313.0,61.0,9215,7,4,87,1,0,1,0,2,0,0.35004488007848533,7,1
Sindh,Mirpur Khas,7381.0,163.0,346.0,55.0,9147,4,1,84,0,0,0,1,3,0,0.28497716690411046,10,1
Sindh,Dadu,4464.0,627.0,143.0,2.0,12685,9,4,24,0,0,0,1,3,0,0.06129878033272368,7,1
Sindh,Khairpur,5689.0,613.0,247.0,23.0,8386,10,3,64,1,1,1,1,0,1,0.47592127034178805,10,1
Sindh,Jacobabad,2464.0,774.0,478.0,25.0,16812,3,2,67,1,1,0,0,2,0,0.3566843998545078,8,1
Sindh,Larkana,6982.0,528.0,472.0,23.0,8022,6,2,78,0,1,0,1,4,0,0.45550830744041365,9,1
Sindh,Kambar,3997.0,52.0,306.0,76.0,14393,11,4,26,1,1,1,1,0,0,0.1498024494538192,10,1
